0015006
1.0,0.41030923,-0.07071327,0.16950254,0.013596851,-0.20271659,-0.077087596,0.122256905,0.49364516,0.4410413,-0.21427725,0.3664698,0.3026727,-0.19487858,0.015848262,-0.019983754,-0.26894867,-0.33133283,-0.110993005,-0.20987763,-0.34757015,-0.3245096,0.13633686,0.21130398,-0.1340241,0.035342738,0.061741248,0.56901133,0.42552528,0.2496773,-0.2502799,-0.38302702,0.364845,0.24308094,0.0415916,0.24879424,-0.08655317,0.41863373,0.2022679,0.24944305,0.2914019,0.4797358,-0.09816422,0.35933748,0.45312592,0.43319064,-0.28425175,0.01441719
0.41030923,1.0,-0.36799267,-0.03530499,-0.01729347,-0.07790154,-0.31724325,0.3374784,0.52594596,0.7703799,-0.24261536,0.33510196,0.68729043,-0.4754547,-0.30134007,-0.23322432,-0.7027528,-0.7017423,-0.62270665,-0.5886145,-0.6883554,-0.5451862,0.084586754,0.59081423,-0.21399708,-0.43806565,0.19896305,0.14724699,-0.13568667,-0.23475319,-0.5611423,-0.6608572,0.85898435,0.47561878,-0.37307677,0.060425647,0.04549034,0.65828645,0.20139453,0.23921536,0.61966705,0.67247736,-0.14953904,0.58681864,0.87874275,0.8484641,-0.3333441,0.008140053
-0.070713274,-0.36799267,1.0,0.58431524,0.27844197,0.313397,0.5774587,-0.1835576,-0.22770189,-0.34054637,-0.014368532,-0.037463695,-0.2882103,0.34913915,0.28575754,0.031797733,0.40853393,0.38122135,0.23422469,0.21817575,0.30995426,0.15100262,0.08246076,-0.17760752,-0.013330168,0.6219224,-0.07331606,0.24454983,0.18937033,0.17328925,0.4655672,0.3092337,-0.38378856,0.07762853,0.20598532,0.0801394,-0.179932,-0.27972233,-0.006998319,0.002502558,-0.19431157,-0.22325926,0.35887742,-0.20152539,-0.35363394,-0.3415361,0.24630104,-0.014680566
0.16950254,-0.03530499,0.5843153,1.0,0.45429343,0.49282762,0.59771705,-0.0728103,0.08314188,-0.044704765,-0.13819797,0.14329565,-0.06268075,0.20809773,0.09322836,-0.068386145,0.15455982,0.09787556,0.00805588,-0.026332023,0.05489864,-0.03803868,0.105248444,-0.07278621,-0.07408498,0.50129145,0.10632722,0.19247189,0.029750645,0.22482522,0.24173054,0.036114722,-0.05242025,0.1878837,0.1505027,0.1491312,-0.07532173,-0.08670915,-0.022349225,0.03766935,-0.008153916,0.108452685,0.41681248,-0.059035257,-0.006185321,0.057496082,0.021359809,0.03867557
0.013596851,-0.01729347,0.278442,0.45429346,1.0,0.60111934,0.4312771,-0.095262066,0.1632779,-0.0039613284,0.031203488,0.17192532,-0.024951149,0.14193565,0.030195715,-0.041054852,0.07042382,-0.039117936,0.088402435,0.0011334145,0.0886027,0.0012669987,0.117843606,-0.068527214,-0.10157761,0.3218725,0.14605226,-0.11681683,-0.17670621,0.0015973643,0.21322815,0.06255517,-0.027060289,0.0035463478,0.0963,0.14815716,-0.02869065,-0.16830495,-0.012595316,-0.023610856,-0.09660555,0.20246378,0.6044141,0.09556384,-0.051046472,0.07246617,-0.07839837,0.105465986
-0.20271659,-0.07790154,0.31339696,0.4928276,0.60111934,1.0,0.5116021,-0.014131017,-0.07828596,-0.100493565,0.06673162,0.068224534,-0.1527474,0.14454414,-0.018532773,-0.122488365,0.19865268,0.13370866,0.057722494,0.03534807,0.11467884,0.031450327,-0.012322404,-0.14526393,0.06340427,0.2704944,0.12857197,-0.10043529,-0.11512398,0.16305147,0.33949298,0.15121244,-0.0622719,0.044184808,0.08244975,0.036283527,-0.035798233,-0.24102865,-0.114577904,-0.09487243,-0.06566645,0.11511215,0.558093,-0.17554805,-0.1105319,-0.007961959,0.049777523,0.015663147
-0.077087596,-0.31724325,0.5774587,0.59771705,0.43127707,0.5116021,1.0,-0.15962069,-0.24211296,-0.27994302,-0.004685078,-0.0012017998,-0.24536516,0.3471311,0.11787781,0.013741056,0.58519715,0.45375657,0.3263886,0.24387833,0.36570987,0.22364992,-0.013761768,-0.1974485,0.10006357,0.51960367,0.020438114,0.09995364,0.10478997,0.32706222,0.5875794,0.32337978,-0.30250603,0.090675235,0.20098071,0.2828473,0.034161013,-0.26445466,-0.035575956,-0.0635544,-0.17340572,0.01658546,0.6233517,-0.25138703,-0.2791904,-0.20189932,0.10183474,0.033723317
0.122256905,0.3374784,-0.18355758,-0.07281031,-0.095262066,-0.014131016,-0.15962067,1.0,0.11553961,0.28484806,-0.10155742,0.123629406,0.34985644,-0.14986582,0.035521995,-0.0392409,-0.29554886,-0.2881352,-0.2364785,-0.17307131,-0.25424016,-0.16333048,0.09434552,0.3180505,-0.0022662727,-0.24935636,0.006505998,0.07514136,-0.008460072,-0.16098006,-0.24467479,-0.25391874,0.37450048,0.20157653,-0.14511006,0.058739267,-0.016673628,0.26875487,0.17983046,0.10969348,0.29640067,0.26594612,-0.047691617,0.007698545,0.36867306,0.3389341,-0.14277536,-0.062034585
0.49364516,0.52594596,-0.22770189,0.08314187,0.1632779,-0.07828596,-0.24211296,0.11553962,1.0,0.556141,-0.23057523,0.31690267,0.43398958,-0.19610061,-0.0545356,-0.07141149,-0.4659697,-0.4551611,-0.311964,-0.28968427,-0.35812145,-0.3333891,0.17128064,0.36851406,-0.17332268,-0.1767504,0.064933844,0.15141946,-0.05315529,-0.10001271,-0.3658751,-0.3712559,0.48231578,0.23418537,-0.07521233,0.12818407,0.013372666,0.39208385,0.2286358,0.28735828,0.36027,0.49164346,-0.0436082,0.4364647,0.52893806,0.54591215,-0.27791718,0.11119676
0.4410413,0.7703799,-0.34054634,-0.044704765,-0.0039613284,-0.10049356,-0.27994302,0.28484803,0.556141,1.0,-0.23593026,0.35698378,0.6422285,-0.44843224,-0.22208665,-0.26009664,-0.64608985,-0.6552071,-0.53943086,-0.52374625,-0.63737595,-0.53808737,-0.004497972,0.48880765,-0.22719774,-0.38218847,0.14444277,0.10461215,-0.16563796,-0.19377427,-0.55596215,-0.6440658,0.78671676,0.41835237,-0.32078636,0.06122957,0.08895843,0.6255619,0.19498642,0.26989177,0.61680716,0.6004013,-0.17173277,0.5608563,0.784621,0.78062344,-0.34463513,-0.038053513
