29909
1.0,0.3873227,0.311433,0.37453774,0.3877941,0.36160967,0.20946847,0.26289636,0.2677647,0.20277329,0.14958726,0.20143943,0.32849887,0.1744724,0.33040977,0.25945887,0.14019161,0.09504801,0.19250913,0.19969748,0.17629758,0.187264,0.30807027,0.2364254,0.31023523,0.2928262,0.36507618,0.39099357,0.38082755,0.2687774,0.15751885,-0.020655675,0.3669983,0.2660224,0.3810495,0.30140677,0.15349586,0.33979064,0.2585213,0.19497138,0.39435625,0.38724884,0.36707795,0.3069686,0.36218217,0.35026655,0.06283175
0.3873227,1.0,0.26141268,0.34844124,0.36227813,0.3258514,0.14432475,0.30923986,0.3306448,0.27687433,0.23066804,0.27094048,0.28637728,0.18257776,0.3280476,0.2889575,0.07562348,0.048883833,0.18500274,0.17634997,0.15166995,0.1713875,0.3337089,0.29256812,0.34443086,0.24615216,0.38493055,0.37220624,0.35760006,0.20736301,0.114748575,-0.053845834,0.38668188,0.33140618,0.37921798,0.34502673,0.23589224,0.3756632,0.23662087,0.23835962,0.37701678,0.37756026,0.3621817,0.36214998,0.338088,0.3783944,-0.025985224
0.311433,0.26141268,1.0,0.3779187,0.3593106,0.38239008,0.3764058,0.027234178,0.057688314,-0.021378404,-0.091009386,-0.033811927,0.32650915,0.15414698,0.20382039,0.041447047,0.33157843,0.28393784,0.24787453,0.2882697,0.24478418,0.22085524,0.11801374,0.05472715,0.09638741,0.3937582,0.22572677,0.35381323,0.3694213,0.38090482,0.29843643,0.09403758,0.18818845,0.067091085,0.3050743,0.10232157,-0.018729987,0.16994593,0.16150236,-0.0075735752,0.33860153,0.34649894,0.33312482,0.11813423,0.37387407,0.21746281,0.21820821
0.37453774,0.3484412,0.37791866,1.0,0.39603066,0.3970614,0.3055522,0.15448046,0.18077922,0.10610717,0.043099467,0.097050115,0.33911455,0.19054897,0.28157443,0.15397207,0.24331416,0.19748247,0.23412968,0.25800446,0.21718092,0.2084045,0.22764131,0.15678266,0.21661864,0.36327013,0.31442937,0.39686203,0.3995354,0.3381365,0.23510663,0.041333,0.29384428,0.1867421,0.36791432,0.21985039,0.08999946,0.27478102,0.21697232,0.09920824,0.38830408,0.39420867,0.37567386,0.23397692,0.39478108,0.30537775,0.13455577
0.3877941,0.36227813,0.3593106,0.39603066,1.0,0.39380723,0.28148827,0.18644485,0.20886543,0.13371263,0.07241293,0.12764321,0.3431805,0.1866261,0.2935517,0.18407029,0.21761036,0.1712927,0.22259556,0.24351944,0.2149334,0.21216772,0.25298265,0.18118937,0.24244985,0.3429785,0.33584177,0.39727095,0.39737707,0.31953248,0.21557195,0.032312598,0.31956944,0.21160902,0.37077612,0.24171853,0.109148376,0.29421973,0.22532146,0.13435054,0.3970311,0.39304826,0.3701194,0.25735706,0.3838244,0.3158404,0.113057636
0.36160967,0.3258514,0.38239008,0.39706138,0.39380723,1.0,0.32447562,0.12221291,0.14693843,0.06771142,0.0049215066,0.05661653,0.34224328,0.1824578,0.26376933,0.12346194,0.2648818,0.21281745,0.22635895,0.25628147,0.2242201,0.20770118,0.20118484,0.12325339,0.18476571,0.367543,0.29169172,0.38730788,0.3944883,0.34834746,0.24294463,0.06494733,0.26910502,0.15101247,0.35082594,0.18734805,0.05528782,0.24504603,0.20632192,0.071839966,0.3818168,0.38238695,0.35813192,0.20167993,0.38781843,0.27541453,0.1619904
0.20946848,0.14432476,0.3764058,0.3055522,0.28148827,0.32447562,1.0,-0.10610351,-0.064066656,-0.13761264,-0.20680407,-0.15775773,0.274318,0.10040096,0.091570765,-0.07736561,0.38834,0.34647617,0.25348,0.3005546,0.2594246,0.2217946,-0.0055695516,-0.04000191,-0.03966925,0.37726805,0.10980091,0.26952815,0.2966576,0.38021225,0.3364563,0.13251583,0.058202125,-0.05512831,0.2051426,-0.022381088,-0.113809325,0.044967428,0.07291346,-0.114296325,0.24882479,0.26025835,0.25641948,-0.0055238237,0.31102368,0.11014828,0.26275393
0.26289636,0.30923986,0.027234178,0.15448046,0.18644483,0.12221291,-0.10610351,1.0,0.35134196,0.34531888,0.34585983,0.36092088,0.12005315,0.106231645,0.30027357,0.37924653,-0.17216924,-0.18297338,-0.0067685745,-0.026244242,-0.013110501,0.03926061,0.3486805,0.295707,0.38243997,0.006010651,0.3082967,0.2022152,0.17222497,-0.016095286,-0.08626882,-0.14730276,0.3603914,0.33976778,0.25476676,0.3590503,0.25593698,0.35275358,0.2526999,0.32837477,0.22020125,0.21111701,0.19596082,0.35153747,0.13669728,0.3066872,-0.13629383
0.2677647,0.3306448,0.05768831,0.18077923,0.20886545,0.14693843,-0.064066656,0.35134196,1.0,0.38935068,0.36897618,0.37493822,0.1339229,0.11835216,0.23854235,0.30655777,-0.10438463,-0.091586195,0.13080324,0.0731938,0.06569675,0.100965194,0.32279018,0.37417626,0.34806606,0.056079738,0.328176,0.2266392,0.19729802,0.00023167551,-0.031914398,-0.15124449,0.34342876,0.39232317,0.2650277,0.37101254,0.35158977,0.35649973,0.12643711,0.28602466,0.24223141,0.24251202,0.2436627,0.39421886,0.17457108,0.34685937,-0.22959173
0.2027733,0.27687433,-0.021378404,0.10610717,0.13371263,0.06771142,-0.13761264,0.34531888,0.38935068,1.0,0.3925492,0.3867338,0.06770251,0.10544969,0.19690098,0.30086908,-0.16571535,-0.13472281,0.098842956,0.031862855,0.026143555,0.06574791,0.30694354,0.37325758,0.32775873,-0.014657545,0.27958724,0.15529947,0.12198902,-0.066053614,-0.07299475,-0.16641025,0.30081308,0.37996644,0.20673265,0.36017987,0.35970852,0.32519197,0.097895004,0.2928919,0.17002223,0.1762057,0.18660833,0.37418503,0.10318508,0.31350303,-0.2770462
